index,nickname,country,city,club,band,daily_cap,schedule,rename_flag,base_skill,consistency,speed_offset,affinities,has_avatar,personality_seed
127,MerabS,GE,Rustavi,,B2,3,daytime,no,0.299,0.693,0.23,legends:0.151 world_cup:0.154 bundesliga:0.083 georgian_football:0.181 national_teams:-0.193 serie_a:-0.184 premier_league:-0.089,no,2183024096437953
128,elgujaz,GE,Batumi,,B1 (bottom),3,evening,no,0.098,0.539,-0.005,transfers:0.116 premier_league:0.093 national_teams:-0.052 bundesliga:-0.157 champions_league:-0.138,no,3172400544432599
129,Onianiava,GE,Akhaltsikhe,,B1 (bottom),3,evening,no,0.189,0.823,0,world_cup:0.163 serie_a:0.084 national_teams:0.105 georgian_football:0.07 bundesliga:-0.119 premier_league:-0.156,no,3261570813780894
130,Tato Ruradshvili,GE,Rustavi,,B1 (bottom),2,evening,no,0.13,0.389,0.021,bundesliga:0.139 world_cup:0.166 premier_league:-0.054 georgian_football:-0.073,no,1833407743341140
131,დათო,ES,Barcelona,,B1 (bottom),2,evening,no,0.221,0.664,-0.109,serie_a:0.09 bundesliga:0.052 georgian_football:0.121 national_teams:-0.08 premier_league:-0.052 transfers:-0.146 la_liga:-0.05,no,417020533361932
132,zaza inasaridze,GE,Telavi,,B2,2,morning,no,0.337,0.503,-0.132,national_teams:0.151 la_liga:0.078 transfers:0.15 serie_a:0.087 georgian_football:-0.172 champions_league:-0.182 premier_league:-0.053,no,2300908764646951
133,Vakhtangiko,GE,Poti,,B3,3,evening,no,0.546,0.782,-0.228,champions_league:0.068 legends:0.103 world_cup:0.101 national_teams:0.053 premier_league:-0.121 transfers:-0.133 bundesliga:-0.063 georgian_football:-0.086,no,510917655865274
134,Paata,GE,Gori,,B2,10,evening,yes,0.435,0.418,0.254,georgian_football:0.186 transfers:0.064 bundesliga:0.125 la_liga:-0.19 legends:-0.13 serie_a:-0.131,no,854273175506724
135,sergo,US,Los Angeles,,B1 (bottom),2,daytime,no,0.2,0.561,-0.11,la_liga:0.126 national_teams:0.164 premier_league:0.146 legends:-0.188 transfers:-0.122,no,3431685326451526
136,KoteB,ES,Madrid,,B3,10,evening,no,0.527,0.597,-0.183,legends:0.182 premier_league:0.051 transfers:-0.196 champions_league:-0.097 la_liga:-0.106 national_teams:-0.083,no,3369082021222746
137,Ucha Tsalugelidze,GE,Tbilisi,,B2,2,evening,no,0.383,0.531,-0.029,premier_league:0.119 national_teams:0.142 la_liga:-0.098 bundesliga:-0.168,no,4242189422521245
138,pavle zhvanshvili,GE,Rustavi,,B3,2,evening,no,0.537,0.646,-0.097,champions_league:0.117 la_liga:0.162 serie_a:0.178 bundesliga:0.135 world_cup:-0.125 georgian_football:-0.19 national_teams:-0.113 premier_league:-0.127,no,1973638085989644
139,zaza dgebshvili,GE,Ozurgeti,,B3,10,daytime,no,0.559,0.706,0.144,legends:0.127 la_liga:0.143 national_teams:0.173 serie_a:0.185 champions_league:-0.125 premier_league:-0.194 georgian_football:-0.091,no,4264971014130613
140,Lelauna15,GE,Kutaisi,,B2,3,daytime,no,0.443,0.556,0.243,bundesliga:0.167 national_teams:0.153 serie_a:0.1 champions_league:-0.116 georgian_football:-0.15,no,1535229853499777
141,vaso rustavashvili,GE,Akhaltsikhe,,B1 (bottom),2,evening,no,0.157,0.77,0.154,world_cup:0.095 la_liga:0.194 national_teams:-0.142 georgian_football:-0.079,no,4398935685750280
142,grigol,GE,Gori,,B3,3,daytime,no,0.539,0.628,0.289,georgian_football:0.092 premier_league:0.053 bundesliga:0.079 transfers:-0.111 champions_league:-0.109 serie_a:-0.076,no,496938732326381
143,kaka23,GE,Akhaltsikhe,,B1 (bottom),10,morning,no,0.119,0.77,-0.19,la_liga:0.073 world_cup:0.167 champions_league:0.141 premier_league:0.079 transfers:-0.136 national_teams:-0.075,no,1091181974792300
144,kako amiranidze,GE,Tbilisi,,B2,10,daytime,no,0.295,0.498,-0.007,georgian_football:0.131 transfers:0.117 national_teams:-0.158 champions_league:-0.075 la_liga:-0.063 world_cup:-0.152,no,2647323503699723
145,Tazo Chanturishvili,ES,Madrid,,B4,3,daytime,no,0.646,0.413,-0.102,serie_a:0.133 bundesliga:0.094 georgian_football:-0.17 la_liga:-0.182 world_cup:-0.08 premier_league:-0.188,no,3226147198208201
146,Mirian14,GE,Kutaisi,,B3,21,evening,no,0.587,0.694,0.155,la_liga:0.088 world_cup:0.16 georgian_football:-0.093 national_teams:-0.187,no,3045186772603399
147,chanturishvili,GE,Ozurgeti,,B1 (bottom),15,night_owl,no,0.064,0.59,-0.297,georgian_football:0.176 premier_league:0.101 transfers:0.146 legends:0.064 world_cup:-0.113 champions_league:-0.06 serie_a:-0.185,no,322955576514371
148,ramaz73,GE,Ozurgeti,,B1 (bottom),2,evening,no,0.099,0.651,0.16,legends:0.175 world_cup:0.063 transfers:-0.057 national_teams:-0.196 georgian_football:-0.151 champions_league:-0.09,no,3021200393444011
149,Kaki Maisuradze,GE,Tbilisi,,B5 (top),3,evening,yes,0.858,0.753,0.085,champions_league:0.052 transfers:0.167 georgian_football:-0.067 la_liga:-0.106 premier_league:-0.193,no,96658850862029
150,Tengiza,GE,Rustavi,,B3,2,morning,no,0.558,0.387,0.156,legends:0.082 georgian_football:0.085 transfers:0.083 serie_a:0.059 national_teams:-0.152 bundesliga:-0.159 world_cup:-0.069 premier_league:-0.133,yes,3913673786058597
151,kakoiko,GE,Telavi,,B5 (top),15,daytime,no,0.789,0.836,0.098,legends:0.177 transfers:0.143 la_liga:0.091 serie_a:-0.066 national_teams:-0.163 champions_league:-0.07,no,3876016858582620
152,eldaro,GE,Tbilisi,,B4,10,evening,no,0.651,0.462,-0.073,bundesliga:0.189 serie_a:0.116 premier_league:-0.191 world_cup:-0.193,no,980115390180154
153,lukas bagratava,GE,Rustavi,,B1 (bottom),3,daytime,no,0.177,0.823,-0.184,georgian_football:0.17 la_liga:0.132 national_teams:-0.141 legends:-0.145 champions_league:-0.137,no,2069777681580806
154,Luka Samkharashvili,GE,Ozurgeti,,B2,2,evening,no,0.447,0.71,0.085,georgian_football:0.056 national_teams:0.054 serie_a:0.197 bundesliga:0.124 world_cup:-0.151 champions_league:-0.14,no,4006345487162244
155,SopoT1,GE,Batumi,,B3,2,evening,no,0.598,0.541,0.193,georgian_football:0.064 world_cup:0.13 champions_league:0.153 legends:0.156 bundesliga:-0.141 national_teams:-0.116 premier_league:-0.082 transfers:-0.13,no,1205572469851678
156,sandro okropshvili,GE,Poti,,B1 (bottom),2,evening,no,0.22,0.367,-0.206,legends:0.066 national_teams:0.197 la_liga:-0.053 bundesliga:-0.196 premier_league:-0.139,no,254016647244293
157,gigi rustavshvili,GR,Athens,,B4,3,evening,no,0.671,0.529,-0.155,world_cup:0.066 la_liga:0.156 national_teams:0.052 legends:0.2 bundesliga:-0.129 champions_league:-0.158,no,2403562211229148
158,ugreliadze,GE,Kutaisi,,B3,3,evening,yes,0.523,0.68,0.014,la_liga:0.077 georgian_football:0.171 bundesliga:0.181 legends:-0.07 world_cup:-0.144,no,1955099339531569
159,Valeri Japarshvili09,ES,Madrid,,B2,2,evening,no,0.3,0.373,-0.13,bundesliga:0.099 georgian_football:0.141 la_liga:-0.127 transfers:-0.059 serie_a:-0.178 premier_league:-0.054,no,1153298150876120
160,Davit Dolidzshvili23,GE,Rustavi,,B5 (top),2,daytime,no,0.791,0.689,-0.009,premier_league:0.181 legends:0.084 la_liga:0.118 transfers:0.19 georgian_football:-0.065 serie_a:-0.072 world_cup:-0.056 bundesliga:-0.078,no,1372297005451927
161,Nutsaika,GE,Gori,,B2,10,daytime,no,0.351,0.387,0.131,serie_a:0.078 world_cup:0.182 champions_league:0.17 transfers:-0.094 premier_league:-0.163 legends:-0.166,no,3779672814052147
162,TemuriL69,GE,Batumi,,B2,10,daytime,no,0.387,0.61,-0.044,serie_a:0.197 premier_league:0.109 georgian_football:0.2 world_cup:-0.18 legends:-0.19 la_liga:-0.105,no,1948751740124352
163,nikas,GE,Telavi,,B4,2,evening,no,0.63,0.383,-0.045,world_cup:0.184 national_teams:0.09 transfers:-0.088 georgian_football:-0.15 premier_league:-0.135 legends:-0.102,no,1870195545992458
164,Giga Odishadze,GE,Poti,,B2,2,daytime,no,0.252,0.403,-0.296,legends:0.116 premier_league:0.13 world_cup:0.19 georgian_football:-0.131 transfers:-0.122 bundesliga:-0.145 la_liga:-0.119,no,1684775256778464
165,temuruna22,GE,Gori,,B4,2,evening,no,0.666,0.618,0.086,bundesliga:0.082 legends:0.183 georgian_football:-0.087 la_liga:-0.102 premier_league:-0.077,no,3118860429001436
166,emzar ubilshvili,GE,Ozurgeti,,B3,3,evening,yes,0.494,0.595,0.095,transfers:0.069 champions_league:0.087 national_teams:-0.09 la_liga:-0.078 serie_a:-0.09,no,3425023220780626
167,Medeaa,GE,Batumi,,B2,2,evening,no,0.355,0.612,0.021,georgian_football:0.143 national_teams:0.126 legends:0.076 champions_league:-0.079 bundesliga:-0.13 premier_league:-0.146 serie_a:-0.07,no,3250552543357903
168,iliaka,GE,Zugdidi,,B1 (bottom),3,evening,no,0.191,0.635,-0.229,premier_league:0.121 world_cup:0.2 champions_league:-0.198 bundesliga:-0.073 la_liga:-0.088 legends:-0.185,no,2751557929762753
169,zumbulshvili,GE,Poti,,B4,2,night_owl,no,0.692,0.759,-0.078,champions_league:0.199 la_liga:0.064 serie_a:0.093 georgian_football:-0.179 transfers:-0.14,no,1282643048275925
170,BubaN10,GE,Tbilisi,,B3,3,evening,no,0.453,0.531,0.194,legends:0.15 transfers:0.109 world_cup:0.123 bundesliga:0.079 la_liga:-0.188 serie_a:-0.167,no,4014917829337097
171,Gogi Peikrishashvili1,TR,Istanbul,,B4,3,morning,no,0.654,0.54,-0.283,world_cup:0.158 national_teams:0.102 bundesliga:0.196 legends:-0.087 transfers:-0.198 georgian_football:-0.196,no,982969106181853
172,zaal gvaramshvili,GE,Telavi,,B5 (top),3,evening,yes,0.831,0.376,-0.201,serie_a:0.119 georgian_football:0.079 premier_league:0.182 world_cup:-0.198 champions_league:-0.07 national_teams:-0.103,no,4421362486554799
173,sophoka,GE,Gori,,B3,2,daytime,no,0.511,0.504,-0.266,legends:0.106 bundesliga:0.077 la_liga:0.191 serie_a:0.125 transfers:-0.174 national_teams:-0.169,yes,439956692799564
174,goat,GE,Batumi,,B1 (bottom),10,daytime,no,0.151,0.773,-0.238,national_teams:0.109 champions_league:0.164 georgian_football:0.079 legends:0.107 la_liga:-0.078 premier_league:-0.123 world_cup:-0.2,no,1113231526330413
175,Dgebshvili,GE,Akhaltsikhe,,B4,10,daytime,no,0.632,0.471,-0.136,national_teams:0.086 premier_league:0.175 champions_league:0.117 bundesliga:0.161 la_liga:-0.173 georgian_football:-0.182,no,3035271321148081
176,ბექა,GE,Rustavi,,B2,2,evening,no,0.295,0.378,-0.179,serie_a:0.185 la_liga:0.179 bundesliga:0.078 legends:0.173 transfers:-0.181 national_teams:-0.102 world_cup:-0.087 champions_league:-0.187,no,2986548109926666
177,fc,GE,Zugdidi,,B3,3,evening,no,0.493,0.475,0.156,serie_a:0.145 transfers:0.141 legends:0.107 premier_league:-0.081 world_cup:-0.057 bundesliga:-0.122,no,2693155870547974
178,ZuraG09,TR,Istanbul,,B3,15,night_owl,no,0.485,0.819,0.093,national_teams:0.134 serie_a:0.115 legends:0.157 world_cup:0.129 premier_league:-0.173 champions_league:-0.19 bundesliga:-0.075,no,98306477858320
179,Temol Darakhvelshvili,GE,Akhaltsikhe,,B2,2,daytime,no,0.393,0.438,-0.033,la_liga:0.146 bundesliga:0.055 serie_a:0.076 world_cup:-0.175 national_teams:-0.127 georgian_football:-0.131 champions_league:-0.16,no,2768533217643186
180,Mirian Beridze,GE,Rustavi,,B1 (bottom),10,morning,no,0.205,0.41,-0.051,bundesliga:0.193 georgian_football:0.09 serie_a:-0.149 champions_league:-0.171,no,1462940744749277
181,zukas,GE,Rustavi,,B4,2,daytime,no,0.706,0.649,0.061,champions_league:0.192 legends:0.137 la_liga:-0.161 transfers:-0.105 premier_league:-0.171 serie_a:-0.167,no,2873810121201232
182,grigol meladzidze,GE,Kutaisi,,B4,2,evening,no,0.742,0.355,0.048,bundesliga:0.138 premier_league:0.177 national_teams:-0.177 legends:-0.102 la_liga:-0.151 georgian_football:-0.098,no,914621578802128
183,KakhaK14,GE,Batumi,,B4,2,evening,no,0.693,0.467,-0.013,bundesliga:0.094 la_liga:0.053 legends:0.076 transfers:0.114 world_cup:-0.165 premier_league:-0.089,no,1870025716994477
184,Mariam Eliashidze,GE,Akhaltsikhe,,B4,2,daytime,no,0.692,0.516,-0.201,serie_a:0.071 georgian_football:0.156 legends:-0.197 bundesliga:-0.166 premier_league:-0.137 transfers:-0.195,no,2446222968726601
185,Vakhoa,GE,Rustavi,,B2,15,evening,yes,0.435,0.821,0.126,la_liga:0.12 georgian_football:0.056 world_cup:0.123 serie_a:0.15 national_teams:-0.151 premier_league:-0.104,no,1150170935129631
186,SHOTA KAPANIDZE,GE,Telavi,,B2,2,morning,yes,0.414,0.546,0.113,bundesliga:0.147 world_cup:0.117 premier_league:-0.051 national_teams:-0.103 transfers:-0.12,no,3436450884585082
187,IrakayR1,GE,Rustavi,,B2,2,daytime,no,0.372,0.495,0.028,world_cup:0.199 national_teams:0.193 legends:0.176 la_liga:0.162 transfers:-0.108 champions_league:-0.165,no,732421195173051
188,Irakayo,GE,Poti,,B1 (bottom),2,morning,no,0.136,0.803,0.25,la_liga:0.07 legends:0.169 champions_league:-0.086 transfers:-0.081,no,2411279122871274
189,Lukas Kemoklua,GE,Telavi,,B2,3,daytime,no,0.402,0.558,-0.132,la_liga:0.151 georgian_football:0.197 premier_league:-0.164 national_teams:-0.085,no,4391713014785295
190,PEIKRISHADZE,GE,Gori,,B1 (bottom),15,evening,no,0.187,0.59,-0.007,georgian_football:0.053 premier_league:0.154 champions_league:0.124 legends:-0.081 national_teams:-0.137 serie_a:-0.152 world_cup:-0.132,no,1139687520778148
191,natiaka,GE,Kutaisi,,B4,2,daytime,no,0.678,0.552,0.183,la_liga:0.197 transfers:0.084 premier_league:0.187 national_teams:0.13 bundesliga:-0.105 champions_league:-0.098 legends:-0.186 world_cup:-0.172,no,3668546450323470
192,Sophoushka1,GE,Kutaisi,,B2,2,daytime,no,0.325,0.462,-0.004,champions_league:0.187 legends:0.108 serie_a:0.147 bundesliga:-0.116 premier_league:-0.059 world_cup:-0.075 georgian_football:-0.154,no,2431832304870346
193,merabr,GE,Batumi,,B2,2,daytime,no,0.353,0.486,-0.184,la_liga:0.073 bundesliga:0.199 national_teams:-0.157 world_cup:-0.147 premier_league:-0.166,no,787383318908670
194,Daviti,GE,Rustavi,,B2,15,evening,no,0.258,0.781,0.267,world_cup:0.119 serie_a:0.1 national_teams:-0.094 bundesliga:-0.16 legends:-0.165 georgian_football:-0.119,no,846188334393907
195,Kakhi,GE,Kutaisi,,B3,2,daytime,no,0.451,0.777,-0.119,bundesliga:0.179 legends:0.124 transfers:0.065 serie_a:0.095 world_cup:-0.101 national_teams:-0.154,no,3206041940393349
196,Bekaka,GE,Tbilisi,,B4,2,evening,no,0.696,0.621,0.196,transfers:0.156 serie_a:0.139 champions_league:0.053 bundesliga:0.149 legends:-0.109 georgian_football:-0.061 premier_league:-0.146 la_liga:-0.185,no,202495459474224
197,eldaruna755,GE,Ozurgeti,,B1 (bottom),10,evening,no,0.114,0.499,-0.168,transfers:0.14 bundesliga:0.101 legends:0.082 champions_league:0.199 premier_league:-0.145 national_teams:-0.057,no,981808107305411
198,Koka Eliashvili,GE,Tbilisi,,B5 (top),2,daytime,no,0.87,0.793,0.22,bundesliga:0.167 serie_a:0.192 premier_league:-0.084 champions_league:-0.118 legends:-0.171,no,1114466202340064
199,Bachanaa,ES,Barcelona,,B4,2,daytime,yes,0.697,0.766,0.205,la_liga:0.198 legends:0.126 transfers:-0.171 serie_a:-0.095,no,313170345393447
200,Kldiashua,GE,Rustavi,,B4,2,daytime,no,0.708,0.545,-0.01,world_cup:0.086 champions_league:0.058 transfers:0.123 la_liga:-0.068 georgian_football:-0.117 premier_league:-0.071,no,3375179172965781
201,Otari16,GE,Tbilisi,,B4,2,daytime,no,0.638,0.539,0.148,national_teams:0.061 serie_a:0.151 georgian_football:0.136 legends:-0.072 bundesliga:-0.192 world_cup:-0.084,no,4277059016271116
202,Makoiko,GE,Tbilisi,AC Milan,B1 (bottom),2,evening,no,0.181,0.427,-0.292,transfers:0.067 bundesliga:0.134 national_teams:0.052 premier_league:-0.154 la_liga:-0.08,no,2494273795861685
203,Otoa771,GE,Tbilisi,,B4,2,evening,no,0.682,0.354,-0.169,world_cup:0.131 champions_league:0.104 legends:0.126 bundesliga:-0.163 national_teams:-0.084 transfers:-0.199 georgian_football:-0.138,no,4166944388271086
204,pavle,GE,Gori,,B3,3,daytime,no,0.538,0.492,0.071,premier_league:0.169 legends:0.108 national_teams:-0.127 transfers:-0.153 serie_a:-0.129 bundesliga:-0.144,no,2791919392444855
205,Pridonushka,GE,Zugdidi,,B2,3,evening,no,0.428,0.401,0.046,la_liga:0.078 champions_league:0.134 bundesliga:0.102 legends:-0.173 world_cup:-0.177 georgian_football:-0.156 transfers:-0.145,no,656706895319789
206,Lela Gvaramava,GE,Zugdidi,,B1 (bottom),10,evening,no,0.168,0.704,-0.3,georgian_football:0.182 world_cup:0.151 national_teams:-0.107 champions_league:-0.067 serie_a:-0.123,no,2693909627170731
207,Zezvao,GE,Gori,,B3,3,daytime,no,0.465,0.763,-0.061,premier_league:0.196 serie_a:0.084 national_teams:0.06 champions_league:0.075 world_cup:-0.18 bundesliga:-0.144 la_liga:-0.186 legends:-0.197,no,4209656398287364
208,datuna zumbulshvili,GE,Telavi,,B4,2,daytime,no,0.607,0.392,-0.246,transfers:0.146 champions_league:0.105 premier_league:-0.172 national_teams:-0.122,no,594309294303095
209,oto chadunshvili,GE,Akhaltsikhe,,B3,2,daytime,no,0.577,0.422,-0.204,transfers:0.17 world_cup:0.092 la_liga:0.103 premier_league:-0.069 legends:-0.052 georgian_football:-0.18,no,1295578927058191
210,Datoiko,GE,Gori,,B4,2,daytime,no,0.74,0.428,-0.215,transfers:0.108 champions_league:0.173 georgian_football:-0.135 serie_a:-0.168 legends:-0.104 premier_league:-0.114,no,2314338486778550
211,Gogi Ugulshvili,GE,Batumi,,B2,2,evening,no,0.399,0.673,0.18,serie_a:0.101 champions_league:0.059 premier_league:-0.178 la_liga:-0.116,no,2519949147029603
212,tsagurishvili,GE,Telavi,,B1 (bottom),2,morning,no,0.207,0.675,-0.144,champions_league:0.063 georgian_football:0.11 serie_a:-0.133 world_cup:-0.184 bundesliga:-0.139 national_teams:-0.148,no,521466581534305
213,Sopo131,GE,Ozurgeti,,B1 (bottom),2,night_owl,no,0.201,0.775,-0.241,world_cup:0.176 legends:0.069 bundesliga:-0.11 premier_league:-0.173 champions_league:-0.155 transfers:-0.141,no,2749323769166368
214,mbappe,GE,Zugdidi,,B1 (bottom),3,evening,no,0.187,0.783,0.096,world_cup:0.113 serie_a:0.146 la_liga:0.099 champions_league:-0.116 legends:-0.058,no,1392449333916711
215,marjanab,GE,Poti,,B2,2,evening,no,0.435,0.591,0.287,national_teams:0.082 legends:0.174 bundesliga:-0.144 premier_league:-0.08 champions_league:-0.123 serie_a:-0.061,no,1944995663235860
216,nana09,GE,Rustavi,,B3,2,evening,no,0.477,0.414,-0.194,bundesliga:0.078 georgian_football:0.167 champions_league:0.078 world_cup:0.072 serie_a:-0.052 legends:-0.092 la_liga:-0.164,no,250507286853938
217,Guram Ubilava,TR,Istanbul,,B2,2,daytime,no,0.359,0.683,-0.075,serie_a:0.066 la_liga:0.187 premier_league:0.131 transfers:0.12 legends:-0.122 national_teams:-0.171 bundesliga:-0.139 champions_league:-0.161,no,4090482762672558
218,vova gvaramashvili,GE,Gori,,B3,2,evening,no,0.567,0.747,0.089,legends:0.194 la_liga:0.097 bundesliga:0.163 premier_league:-0.09 champions_league:-0.122 serie_a:-0.077 world_cup:-0.187,no,1951985161593804
219,Buba Chanturieli,GE,Zugdidi,,B5 (top),2,daytime,no,0.855,0.371,0.299,premier_league:0.053 legends:0.167 serie_a:0.099 georgian_football:-0.056 national_teams:-0.154 la_liga:-0.15 bundesliga:-0.09,yes,2925616664076807
220,valerio,GE,Ozurgeti,,B3,3,morning,no,0.507,0.527,-0.077,serie_a:0.112 world_cup:0.093 champions_league:-0.088 premier_league:-0.107,no,2357762668426748
221,Nugo0,GE,Ozurgeti,,B1 (bottom),2,evening,no,0.243,0.451,0.252,la_liga:0.079 champions_league:0.102 serie_a:0.173 national_teams:0.106 bundesliga:-0.189 premier_league:-0.167,no,326167339042891
222,otar odishvili,GE,Rustavi,,B3,2,evening,no,0.451,0.684,0.032,transfers:0.134 georgian_football:0.185 la_liga:0.188 world_cup:0.161 premier_league:-0.051 bundesliga:-0.151,no,2023771796544559
223,koka dvalishvili,GE,Kutaisi,,B1 (bottom),2,evening,no,0.135,0.659,0.093,legends:0.107 world_cup:0.123 serie_a:0.073 georgian_football:-0.151 champions_league:-0.082,no,2114802409966307
224,janos,GR,Athens,,B3,2,daytime,no,0.562,0.734,0.032,la_liga:0.135 national_teams:0.196 georgian_football:-0.141 champions_league:-0.053 legends:-0.171,yes,946281888508388
225,Eldar Zumbuladze,GE,Akhaltsikhe,,B1 (bottom),2,daytime,no,0.235,0.536,0.173,champions_league:0.082 serie_a:0.134 premier_league:-0.165 bundesliga:-0.127 georgian_football:-0.164,no,721855065516354
226,bachana bakurua,GB,Manchester,,B5 (top),2,evening,no,0.781,0.782,0.069,champions_league:0.184 serie_a:0.096 georgian_football:0.196 national_teams:-0.145 premier_league:-0.094 transfers:-0.099 bundesliga:-0.165,no,2771050406634333
227,Samkharidze,GE,Ozurgeti,,B1 (bottom),2,evening,no,0.112,0.829,0.043,georgian_football:0.061 la_liga:0.157 transfers:0.082 premier_league:-0.086 legends:-0.184 serie_a:-0.175,no,1327275752702177
228,kako kemoklidze,TR,Istanbul,,B1 (bottom),3,night_owl,no,0.12,0.673,-0.236,georgian_football:0.184 legends:0.086 premier_league:0.153 transfers:0.2 world_cup:-0.164 national_teams:-0.112 bundesliga:-0.102,no,1121568328911074
229,Pavle Ratianshvili,ES,Barcelona,,B3,2,evening,no,0.592,0.749,0.286,georgian_football:0.085 serie_a:0.156 champions_league:0.084 national_teams:-0.124 bundesliga:-0.087,no,863923882989170
230,გუგა,GE,Zugdidi,,B4,2,evening,yes,0.616,0.47,-0.056,transfers:0.072 legends:0.111 la_liga:0.19 bundesliga:-0.137 serie_a:-0.109 national_teams:-0.157 premier_league:-0.114,no,2117547967088836
